Code-barres article;Ref;Prix ;Prix solde;Nom de l'article ;Brand;Type de l'article ;Taille;Couleur;March;Genre de l'article ;Groupe de l'article 
8683879479119;101336767;4150 da;;3P 620151.B3FX;POLARIS;FOO;STD;GUMUS;COMFOR;MEN;SHOES
8683879479133;101336767;4150 da;;3P 620151.B3FX;POLARIS;FOO;STD;GUMUS;COMFOR;MEN;SHOES
8683879479072;101336767;4150 da;;3P 620151.B3FX;POLARIS;FOO;STD;GUMUS;COMFOR;MEN;SHOES
8683879479140;101336768;4250 da;;3P 620167.F3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879479164;101336768;4250 da;;3P 620167.F3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879479089;101336768;4250 da;;3P 620167.F3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879479102;101336768;4250 da;;3P 620167.F3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879479232;101336770;2450 da;;3P 620167.F3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879479263;101336770;2450 da;;3P 620167.F3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879479171;101336770;2450 da;;3P 620167.F3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879479294;101336770;2450 da;;3P 620167.F3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879479201;101336770;2450 da;;3P 620167.F3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879479270;101336771;2450 da;;3P 620167.F3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879479188;101336771;2450 da;;3P 620169.P3FX;POLARIS;FOO;STD;PUDRA;COMFOR;MEN;SHOES
8683879479218;101336771;2450 da;;3P 620169.P3FX;POLARIS;FOO;STD;PUDRA;COMFOR;MEN;SHOES
8683879479249;101336771;2450 da;;3P 620169.P3FX;POLARIS;FOO;STD;PUDRA;COMFOR;MEN;SHOES
8683879479300;101336771;2450 da;;3P 620169.P3FX;POLARIS;FOO;STD;PUDRA;COMFOR;MEN;SHOES
8683879479317;101336772;2450 da;;3P 620169.P3FX;POLARIS;FOO;STD;PUDRA;COMFOR;MEN;SHOES
8683879479287;101336772;2450 da;;3P 620169.P3FX;POLARIS;FOO;STD;PUDRA;COMFOR;MEN;SHOES
8683879479195;101336772;2450 da;;3P 620169.P3FX;POLARIS;FOO;STD;PUDRA;COMFOR;MEN;SHOES
8683879479225;101336772;2450 da;;3P 620169.P3FX;POLARIS;FOO;STD;PUDRA;COMFOR;MEN;SHOES
8683879479256;101336772;2450 da;;3P 620169.P3FX;POLARIS;FOO;STD;PUDRA;COMFOR;MEN;SHOES
8683879479331;101336773;2950 da;;3P 620169.P3FX;POLARIS;FOO;STD;PUDRA;COMFOR;MEN;SHOES
8683879479348;101336773;2950 da;;3P 620170.P3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879479362;101336773;2950 da;;3P 620170.P3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879479355;101336773;2950 da;;3P 620170.P3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879479324;101336773;2950 da;;3P 620170.P3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879479386;101336774;2950 da;;3P 620170.P3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879479379;101336774;2950 da;;3P 620170.P3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879479393;101336774;2950 da;;3P 620170.P3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879479409;101336774;2950 da;;3P 620170.P3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879479416;101336774;2950 da;;3P 620170.P3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879479423;101336775;2950 da;;3P 620170.P3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879479447;101336775;2950 da;;3P 620170.P3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879479461;101336775;2950 da;;3P 620170.P3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879479485;101336775;2950 da;;3P 620170.P3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879479508;101336775;2950 da;;3P 620170.P3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879479430;101336776;2950 da;;3P 620170.P3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879479454;101336776;2950 da;;3P 620170.P3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879479478;101336776;2950 da;;3P 620170.P3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879479492;101336776;2950 da;;3P 620170.P3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879479515;101336776;2950 da;;3P 620170.P3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879684278;101336777;3450 da;;3P 620189.F3FX;POLARIS;FOO;STD;LILA;COMFOR;MEN;SHOES
8683879684285;101336777;3450 da;;3P 620189.F3FX;POLARIS;FOO;STD;LILA;COMFOR;MEN;SHOES
8683879684292;101336777;3450 da;;3P 620189.F3FX;POLARIS;FOO;STD;LILA;COMFOR;MEN;SHOES
8683879684308;101336777;3450 da;;3P 620189.F3FX;POLARIS;FOO;STD;LILA;COMFOR;MEN;SHOES
8683879684315;101336777;3450 da;;3P 620189.F3FX;POLARIS;FOO;STD;LILA;COMFOR;MEN;SHOES
8683879684520;101336778;3350 da;;3P 620189.F3FX;POLARIS;FOO;STD;LILA;COMFOR;MEN;SHOES
8683879684537;101336778;3350 da;;3P 620189.F3FX;POLARIS;FOO;STD;LILA;COMFOR;MEN;SHOES
8683879684544;101336778;3350 da;;3P 620189.F3FX;POLARIS;FOO;STD;LILA;COMFOR;MEN;SHOES
8683879684551;101336778;3350 da;;3P 620189.F3FX;POLARIS;FOO;STD;LILA;COMFOR;MEN;SHOES
8683879684568;101336778;3350 da;;3P 620189.F3FX;POLARIS;FOO;STD;LILA;COMFOR;MEN;SHOES
8683879681093;101336829;3250 da;;3P 620244.F3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879681116;101336829;3250 da;;3P 620244.F3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879681055;101336829;3250 da;;3P 620244.F3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879681079;101336829;3250 da;;3P 620244.F3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879681031;101336829;3250 da;;3P 620244.F3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879681048;101336830;3350 da;;3P 620244.F3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879681086;101336830;3350 da;;3P 620244.F3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879681109;101336830;3350 da;;3P 620244.F3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879681123;101336830;3350 da;;3P 520107.F3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879681062;101336830;3350 da;;3P 520107.F3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683671671377;101336869;3150 da;;3P 520107.F3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683671671391;101336869;3150 da;;3P 520107.F3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683671510492;101336885;3750 da;;3P 520107.F3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683671510652;101336891;3100 da;;3P 520107.F3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879685169;101337127;1900 da;;3P 520107.F3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879685176;101337127;1900 da;;3P 520107.F3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879685183;101337127;1900 da;;3P 520107.F3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879685190;101337127;1900 da;;3P 520107.F3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879685206;101337127;1900 da;;3P BURSY.P3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879685213;101337127;1900 da;;3P KUNZOT.P3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879685404;101337140;5050 da;;3P KUNZOT.P3FX;SPIDERMAN;FOO;STD;BEYAZ;GENERA;MEN;SHOES
8683879513141;101337143;3850 da;;3P KUNZOT.P3FX;SPIDERMAN;FOO;STD;BEYAZ;GENERA;MEN;SHOES
8683879513196;101337143;3850 da;;3P KUNZOT.P3FX;SPIDERMAN;FOO;STD;BEYAZ;GENERA;MEN;SHOES
8683879513172;101337143;3850 da;;3P KUNZOT.P3FX;SPIDERMAN;FOO;STD;BEYAZ;GENERA;MEN;SHOES
8683879686500;101337150;3250 da;;3M SIESTA.F3FX;SPIDERMAN;FOO;STD;BEYAZ;GENERA;MEN;SHOES
8683879686548;101337150;3250 da;;3M SIESTA.F3FX;SPIDERMAN;FOO;STD;BEYAZ;GENERA;MEN;SHOES
8683879686562;101337150;3250 da;;3M SIESTA.F3FX;SPIDERMAN;FOO;STD;BEYAZ;GENERA;MEN;SHOES
8683879686487;101337150;3250 da;;3M SIESTA.F3FX;SPIDERMAN;FOO;STD;BEYAZ;GENERA;MEN;SHOES
8683879686524;101337150;3250 da;;3M SIESTA.F3FX;SPIDERMAN;FOO;STD;BEYAZ;GENERA;MEN;SHOES
8683879686579;101337151;3250 da;;3M SIESTA.F3FX;SPIDERMAN;FOO;STD;BEYAZ;GENERA;MEN;SHOES
8683879686555;101337151;3250 da;;3P 520163.I3FX;SPIDERMAN;FOO;STD;LACI;GENERA;MEN;SHOES
8683879513486;101337168;4250 da;;3P 520163.I3FX;POLARIS;FOO;STD;LACI;COMFOR;MEN;SHOES
8683879513509;101337168;4250 da;;3P 520163.I3FX;POLARIS;FOO;STD;LACI;COMFOR;MEN;SHOES
8683879513462;101337168;4250 da;;3P 520163.I3FX;POLARIS;FOO;STD;LACI;COMFOR;MEN;SHOES
8683879513479;101337168;4250 da;;3P 315580.Z 3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879513493;101337168;4250 da;;3P 315580.Z 3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879680904;101337340;4250 da;;3P 315580.Z 3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879680911;101337340;4250 da;;3P 315580.Z 3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879680928;101337340;4250 da;;3P 315580.Z 3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879680881;101337340;4250 da;;3P 315580.Z 3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879578256;101338043;6750 da;;3P 315580.Z 3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879578263;101338043;6750 da;;3P 315580.Z 3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879578300;101338044;7150 da;;3P 315580.Z 3FX;POLARIS;FOO;STD;BEYAZ;COMFOR;MEN;SHOES
8683879578317;101338044;7150 da;;3P 317754.Z 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879578324;101338044;7150 da;;3P 317754.Z 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879578348;101338044;7150 da;;3P 317754.Z 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879578331;101338044;7150 da;;3P 317754.Z 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879578386;101338045;3950 da;;3P 317754.Z 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879578355;101338045;3950 da;;3P 317754.Z 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879578416;101338045;3950 da;;3P 317754.Z 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879578447;101338045;3950 da;;3P 317754.Z 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879578478;101338045;3950 da;;3P 317754.Z 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879578362;101338046;3950 da;;3P 317754.Z 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879578393;101338046;3950 da;;3P 317754.Z 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879578423;101338046;3950 da;;3P 317754.Z 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879578454;101338046;3950 da;;3P 317754.Z 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879578485;101338046;3950 da;;3P 317754.Z 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879578379;101338047;3950 da;;3P 317754.Z 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879578409;101338047;3950 da;;3P 317754.Z 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879578430;101338047;3950 da;;3P 317754.Z 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879578461;101338047;3950 da;;3P 317754.Z 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879578492;101338047;3950 da;;3P 317754.Z 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879591378;101338049;3250 da;;3P 317754.Z 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879591385;101338049;3250 da;;3P 317754.Z 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879591392;101338049;3250 da;;3P 317754.Z 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879591408;101338049;3250 da;;3P 317754.Z 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879591415;101338049;3250 da;;3P 317754.Z 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683671847635;101338050;4250 da;;3P 317754.Z 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683671847673;101338050;4250 da;;3P 317754.Z 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683671847710;101338050;4250 da;;3P 319591.Z 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683671847796;101338050;4250 da;;3P 319591.Z 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683671847758;101338050;4250 da;;3P 319591.Z 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879578805;101338051;4350 da;;3P 319591.Z 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879578812;101338051;4350 da;;3P 319591.Z 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879578829;101338051;4350 da;;3P 319596.Z 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879578836;101338051;4350 da;;3P 319596.Z 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879578843;101338051;4350 da;;3P 319596.Z 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879656107;101338053;4550 da;;3P 319596.Z 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879656084;101338053;4550 da;;3P 319596.Z 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879656091;101338053;4550 da;;3P 319610.Z 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879656114;101338053;4550 da;;3P 319610.Z 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879656121;101338053;4550 da;;3P 319610.Z 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879656237;101338056;3250 da;;3P 319610.Z 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879656251;101338056;3250 da;;3I DS20053 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879656275;101338056;3250 da;;3I DS20053 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879656299;101338056;3250 da;;3I DS20053 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879656312;101338056;3250 da;;3I DS20053 3FX;POLARIS;FOO;STD;SIYAH;COMFOR;MEN;SHOES
8683879656244;101338057;3250 da;;3I DS20053 3FX;MISS F;FOO;STD;SIYAH;DRESS;MEN;SHOES
8683879656268;101338057;3250 da;;3I DS20053 3FX;MISS F;FOO;STD;SIYAH;DRESS;MEN;SHOES
8683879656282;101338057;3250 da;;3I DS20053 3FX;MISS F;FOO;STD;SIYAH;DRESS;MEN;SHOES
8683879656305;101338057;3250 da;;3I DS20053 3FX;MISS F;FOO;STD;SIYAH;DRESS;MEN;SHOES
8683879656329;101338057;3250 da;;3I DS20053 3FX;MISS F;FOO;STD;SIYAH;DRESS;MEN;SHOES
8683879656336;101338058;4550 da;;3I DS20053 3FX;MISS F;FOO;STD;SIYAH;DRESS;MEN;SHOES
8683879656374;101338058;4550 da;;3I DS21070P 3FX;MISS F;FOO;STD;SIYAH;DRESS;MEN;SHOES
8683879656411;101338058;4550 da;;3I DS21070P 3FX;MISS F;FOO;STD;SIYAH;DRESS;MEN;SHOES
8683879656398;101338058;4550 da;;3I DS21070P 3FX;MISS F;FOO;STD;SIYAH;DRESS;MEN;SHOES
8683879656350;101338058;4550 da;;3I DS21070P 3FX;MISS F;FOO;STD;SIYAH;DRESS;MEN;SHOES
8683879656367;101338059;4450 da;;3I DS21070P 3FX;MISS F;FOO;STD;SIYAH;DRESS;MEN;SHOES
8683879656381;101338059;4450 da;;3I DS21070P 3FX;MISS F;FOO;STD;SIYAH;DRESS;MEN;SHOES
8683879656404;101338059;4450 da;;3I DS21070P 3FX;MISS F;FOO;STD;SIYAH;DRESS;MEN;SHOES
8683879656510;101338060;3250 da;;3I DS21070P 3FX;MISS F;FOO;STD;SIYAH;DRESS;MEN;SHOES
8683879656435;101338060;3250 da;;3I DS21070P 3FX;MISS F;FOO;STD;SIYAH;DRESS;MEN;SHOES
8683879656497;101338060;3250 da;;3I DS21070P 3FX;MISS F;FOO;STD;SIYAH;DRESS;MEN;SHOES
8683879656459;101338060;3250 da;;3I DS21070P 3FX;MISS F;FOO;STD;SIYAH;DRESS;MEN;SHOES
8683879656473;101338060;3250 da;;3I DS21071T 3FX;MISS F;FOO;STD;I;DRESS;MEN;SHOES
8683879656442;101338061;3350 da;;3I DS21071T 3FX;MISS F;FOO;STD;I;DRESS;MEN;SHOES
8683879656480;101338061;3350 da;;3I DS21071T 3FX;MISS F;FOO;STD;I;DRESS;MEN;SHOES
8683879656527;101338061;3350 da;;3I DS21071T 3FX;MISS F;FOO;STD;I;DRESS;MEN;SHOES
8683879656503;101338061;3350 da;;3I DS21071T 3FX;MISS F;FOO;STD;I;DRESS;MEN;SHOES
8683879656466;101338061;3350 da;;3I DS21071T 3FX;MISS F;FOO;STD;I;DRESS;MEN;SHOES
8683879571479;101338064;6450 da;;3I DS21071T 3FX;MISS F;FOO;STD;I;DRESS;MEN;SHOES
8683879571493;101338064;6450 da;;3I DS21071T 3FX;MISS F;FOO;STD;I;DRESS;MEN;SHOES
8683879571486;101338064;6450 da;;3I DS21071T 3FX;MISS F;FOO;STD;I;DRESS;MEN;SHOES
8683879571455;101338064;6450 da;;3I DS21071T 3FX;MISS F;FOO;STD;I;DRESS;MEN;SHOES
8683879571462;101338064;6450 da;;3P DS22002 3FX;MISS F;FOO;STD;BEJ;DRESS;MEN;SHOES
8683879574593;101338065;4450 da;;3P DS22002 3FX;MISS F;FOO;STD;BEJ;DRESS;MEN;SHOES
8683879574630;101338065;4450 da;;3P DS22002 3FX;MISS F;FOO;STD;BEJ;DRESS;MEN;SHOES
8683879574678;101338065;4450 da;;3P DS22002 3FX;MISS F;FOO;STD;BEJ;DRESS;MEN;SHOES
8683879574715;101338065;4450 da;;3P DS22002 3FX;MISS F;FOO;STD;BEJ;DRESS;MEN;SHOES
8683879574753;101338065;4450 da;;3P DS22002 3FX;MISS F;FOO;STD;BEJ;DRESS;MEN;SHOES
8683879571509;101338069;6850 da;;3P DS22002 3FX;MISS F;FOO;STD;BEJ;DRESS;MEN;SHOES
8683879571523;101338069;6850 da;;3P DS22002 3FX;MISS F;FOO;STD;BEJ;DRESS;MEN;SHOES
8683879571530;101338069;6850 da;;3P DS22002 3FX;MISS F;FOO;STD;BEJ;DRESS;MEN;SHOES
8683879571615;101338070;5250 da;;3P DS22002 3FX;MISS F;FOO;STD;BEJ;DRESS;MEN;SHOES
8683879571578;101338072;5250 da;;3P DS22002 3FX;MISS F;FOO;STD;BEJ;DRESS;MEN;SHOES
8683879571660;101338072;5250 da;;3P DS22002 3FX;MISS F;FOO;STD;BEJ;DRESS;MEN;SHOES
8683879571639;101338072;5250 da;;3P DS22002 3FX;MISS F;FOO;STD;BEJ;DRESS;MEN;SHOES
8683879571691;101338072;5250 da;;3P DS22002 3FX;MISS F;FOO;STD;BEJ;DRESS;MEN;SHOES
8683879571608;101338072;5250 da;;3P DS22002 3FX;MISS F;FOO;STD;BEJ;DRESS;MEN;SHOES
8683879573749;101338083;6750 da;;3P DS22002 3FX;MISS F;FOO;STD;BEJ;DRESS;MEN;SHOES
8683879573800;101338083;6750 da;;3P DS22002 3FX;MISS F;FOO;STD;BEJ;DRESS;MEN;SHOES
8683879573763;101338083;6750 da;;3M ANCHOR 3FX;MISS F;FOO;STD;MINT;DRESS;MEN;SHOES
8683879573787;101338083;6750 da;;3M ANCHOR 3FX;MISS F;FOO;STD;MINT;DRESS;MEN;SHOES
8683879573725;101338083;6750 da;;3M ANJELIC 3FX;MISS F;FOO;STD;BEYAZ;DRESS;MEN;SHOES
8683879573398;101338087;4950 da;;3M ANJELIC 3FX;KINETIX;FOO;STD;BEYAZ;LEISUR;MEN;SHOES
8683879573435;101338087;4950 da;;3M ANJELIC 3FX;KINETIX;FOO;STD;BEYAZ;LEISUR;MEN;SHOES
8683879573473;101338087;4950 da;;3M ANJELIC 3FX;KINETIX;FOO;STD;BEYAZ;LEISUR;MEN;SHOES
8683879573510;101338087;4950 da;;3M ANJELIC 3FX;KINETIX;FOO;STD;BEYAZ;LEISUR;MEN;SHOES
8683879573558;101338087;4950 da;;3M AYETES 3FX;KINETIX;FOO;STD;BEYAZ;LEISUR;MEN;SHOES
8683879571905;101338089;6850 da;;3M AYETES 3FX;KINETIX;FOO;STD;BEYAZ;LEISUR;MEN;SHOES
8683879571929;101338089;6850 da;;3M AYZA 3FX;KINETIX;FOO;STD;SIYAH;LEISUR;MEN;SHOES
8683879571943;101338089;6850 da;;3M AYZA 3FX;KINETIX;FOO;STD;SIYAH;LEISUR;MEN;SHOES
8683879571981;101338089;6850 da;;3M AYZA 3FX;KINETIX;FOO;STD;SIYAH;LEISUR;MEN;SHOES
8683879571967;101338089;6850 da;;3M AYZA 3FX;KINETIX;FOO;STD;SIYAH;LEISUR;MEN;SHOES
8683879571974;101338090;4500 da;;3M AYZA 3FX;KINETIX;FOO;STD;SIYAH;LEISUR;MEN;SHOES
8683879574906;101338094;4450 da;;3M MINJU 3FX;KINETIX;FOO;STD;NUDE;LEISUR;MEN;SHOES
8683879574920;101338094;4450 da;;3M MINJU 3FX;KINETIX;FOO;STD;NUDE;LEISUR;MEN;SHOES
8683879574944;101338094;4450 da;;3M MINJU 3FX;KINETIX;FOO;STD;NUDE;LEISUR;MEN;SHOES
8683879574982;101338094;4450 da;;3M MINJU 3FX;KINETIX;FOO;STD;NUDE;LEISUR;MEN;SHOES
8683879574968;101338094;4450 da;;3M MINJU 3FX;KINETIX;FOO;STD;NUDE;LEISUR;MEN;SHOES
8683879572667;101338096;5250 da;;3M MINJU 3FX;KINETIX;FOO;STD;NUDE;LEISUR;MEN;SHOES
8683879572704;101338096;5250 da;;3M MINJU 3FX;KINETIX;FOO;STD;NUDE;LEISUR;MEN;SHOES
8683879572827;101338096;5250 da;;3M NIVER 3FX;KINETIX;FOO;STD;MINT;LEISUR;MEN;SHOES
8683879572742;101338096;5250 da;;3M NIVER 3FX;KINETIX;FOO;STD;MINT;LEISUR;MEN;SHOES
8683879572780;101338096;5250 da;;3M NIVER 3FX;KINETIX;FOO;STD;MINT;LEISUR;MEN;SHOES
8683879572674;101338097;5250 da;;3M NIVER 3FX;KINETIX;FOO;STD;MINT;LEISUR;MEN;SHOES
8683879572711;101338097;5250 da;;3M NIVER 3FX;KINETIX;FOO;STD;MINT;LEISUR;MEN;SHOES
8683879572759;101338097;5250 da;;3M NIVER 3FX;KINETIX;FOO;STD;MINT;LEISUR;MEN;SHOES
8683879572797;101338097;5250 da;;3M NIVER 3FX;KINETIX;FOO;STD;MINT;LEISUR;MEN;SHOES
8683879572834;101338097;5250 da;;3M NIVER 3FX;KINETIX;FOO;STD;MINT;LEISUR;MEN;SHOES
8683879572681;101338098;5250 da;;3M PAULET 3FX;KINETIX;FOO;STD;SIYAH;LEISUR;MEN;SHOES
8683879572728;101338098;5250 da;;3M PAULET 3FX;KINETIX;FOO;STD;SIYAH;LEISUR;MEN;SHOES
8683879572766;101338098;5250 da;;3M PAULET 3FX;KINETIX;FOO;STD;SIYAH;LEISUR;MEN;SHOES
8683879572841;101338098;5250 da;;3M PAULET 3FX;KINETIX;FOO;STD;SIYAH;LEISUR;MEN;SHOES
8683879572698;101338099;5250 da;;3M PAULET 3FX;KINETIX;FOO;STD;SIYAH;LEISUR;MEN;SHOES
8683879572735;101338099;5250 da;;3M PAULET 3FX;KINETIX;FOO;STD;SIYAH;LEISUR;MEN;SHOES
8683879572773;101338099;5250 da;;3M PORO 3FX;KINETIX;FOO;STD;BEYAZ;LEISUR;MEN;SHOES
8683879572810;101338099;5250 da;;3M PORO 3FX;KINETIX;FOO;STD;BEYAZ;LEISUR;MEN;SHOES
8683879572858;101338099;5250 da;;3M PORO 3FX;KINETIX;FOO;STD;BEYAZ;LEISUR;MEN;SHOES
8683879572162;101338100;7150 da;;3M PORO 3FX;KINETIX;FOO;STD;BEYAZ;LEISUR;MEN;SHOES
8683879572117;101338101;7150 da;;3M PORO 3FX;KINETIX;FOO;STD;BEYAZ;LEISUR;MEN;SHOES
8683879572155;101338101;7150 da;;3M SABLE W 3FX;KINETIX;FOO;STD;PASTEL MINT;LEISUR;MEN;SHOES
8683879572193;101338101;7150 da;;3M SABLE W 3FX;KINETIX;FOO;STD;PASTEL MINT;LEISUR;MEN;SHOES
8683879577174;101338819;5450 da;;3M SABLE W 3FX;KINETIX;FOO;STD;PASTEL MINT;LEISUR;MEN;SHOES
8683879577198;101338819;5450 da;;3M SABLE W 3FX;KINETIX;FOO;STD;PASTEL MINT;LEISUR;MEN;SHOES
